Cluster_ID,Keywords,Examples,Stage1_FewShot,Stage2_Critic,Fixed_Label,Label_Source,Root,Parent,Leaf,Coherence_Score,Total_Attempts,Quality
310,"distribution, eaton, pdu, power, unit",Eaton T982A2-F-SS-015 power distribution unit (PDU) 1U Black 12 AC outlet(s) || Eaton TPC115-10D/MTD power distribution unit (PDU) 1U Bronze 10 AC outlet(s) || Eaton T2235-5126 power distribution unit (PDU) 1U Black 2 AC outlet(s),Electronics > Power Management Equipment > Power Distribution Units,Electronics > Power Management Equipment > Power Distribution Units,Electronics > Power Management Equipment > Power Distribution Units,Stage2,Electronics,Power Management Equipment,Power Distribution Units,0.4228,2,Acceptable (0.30-0.45)
311,"2010, microsoft, office, sp1, student","HP Microsoft Office Home and Student 2010, SP1, DAN Danish || HP Microsoft Office Home and Student 2010, SP1, POR Portuguese || HP Microsoft Office Home and Student 2010, SP1, TUR Turkish",Software > Productivity Software > Office Suites,Software > Productivity Software > Office Suites,Software > Productivity Software > Office Suites,Stage2,Software,Productivity Software,Office Suites,0.4805,2,Good (0.45-0.60)
312,"power, powerware, supply, uninterruptible, va",Eaton Powerware 9355-12-N-20-64x9Ah-MBS uninterruptible power supply (UPS) 12000 VA 10800 W || Eaton Powerware 9355-20-N-31-4x9Ah uninterruptible power supply (UPS) 20000 VA 18000 W || Eaton Powerware 9355-40-N-12-4x9Ah uninterruptible power supply (UPS) 40000 VA 36000 W,Electronics > Power Management > Uninterruptible Power Supplies,Electronics > Power Management > Uninterruptible Power Supplies,Electronics > Power Management > Uninterruptible Power Supplies,Stage2,Electronics,Power Management,Uninterruptible Power Supplies,0.59,2,Good (0.45-0.60)
313,"battery, carbon, longlife, philips, zinc",Philips LongLife Battery R03L4B/10 || Philips LongLife Battery 3R12LS1A/10 || Philips LongLife 6F22 9V Zinc Carbon Battery,Electronics > Batteries > Rechargeable Batteries,Electronics > Batteries > Rechargeable Batteries,Electronics > Batteries > Rechargeable Batteries,Stage2,Electronics,Batteries,Rechargeable Batteries,0.38,2,Acceptable (0.30-0.45)
314,"allied, converter, media, network, telesis","StarTech.com PEX1000MMST networking card Ethernet 1000 Mbit/s Internal || Allied Telesis 100FX PCMCIA fiber Network Interface Card 100 Mbit/s Internal || Allied Telesis AT-MMC6005-60 Network transmitter & receiver 10,100,1000 Mbit/s Silver",Electronics > Networking Equipment > Network Cards,Electronics > Networking Equipment > Network Cards,Electronics > Networking Equipment > Network Cards,Stage2,Electronics,Networking Equipment,Network Cards,0.5497,2,Good (0.45-0.60)
315,"avocent, fee, maintenance, support, year",Vertiv Avocent 2YSLV-MPU2032 maintenance/support fee 2 year(s) || Vertiv Avocent 4YSLV-MPU108E maintenance/support fee 4 year(s) || Vertiv Avocent 1YGLD-MPU2016 maintenance/support fee 1 year(s),Software > IT Support Services > Maintenance Fees,Software > Support & Maintenance > Maintenance Fees,Software > Support & Maintenance > Maintenance Fees,Stage2,Software,Support & Maintenance,Maintenance Fees,0.4753,2,Good (0.45-0.60)
316,"55, acer, flat, mainboard, spare",Acer 55.LHW0Q.009 flat panel spare part Mainboard || Acer 55.T8CM3.001 flat panel spare part Mainboard || Acer 55.LEY04.001 flat panel spare part Mainboard,Electronics > Computer Hardware > Motherboards,Electronics > Computer Hardware > Mainboards,Electronics > Computer Hardware > Mainboards,Stage2,Electronics,Computer Hardware,Mainboards,0.4597,2,Good (0.45-0.60)
317,"black, display, head, mounted, vr","Samsung Gear VR Smartphone-based head mounted display Grey 345 g || Samsung SM-R322NZWA Smartphone-based head mounted display Black,White 318 g || Cellularline 37830 head-mounted display Smartphone-based head mounted display Black,Grey",Electronics > Wearable Technology > Head-Mounted Displays,Electronics > Head-Mounted Displays > VR Headsets,Electronics > Head-Mounted Displays > VR Headsets,Stage2,Electronics,Head-Mounted Displays,VR Headsets,0.5516,2,Good (0.45-0.60)
318,"book, case, cm, folio, reader","Sony PRS-ACL35L e-book reader case Blue || Rakuten Kobo KB-K2L-2162CB-INT e-book reader case Pouch case Chocolate || Icarus C019EN e-book reader case Cover Brown,Espresso 17.8 cm (7"")",Office Supplies > Binding & Storage > Book Cases,Office Supplies > Binding & Storage > Book Cases,Office Supplies > Binding & Storage > Book Cases,Stage2,Office Supplies,Binding & Storage,Book Cases,0.5305,2,Good (0.45-0.60)
319,"c2g, cable, digital, dvi, grey",C2G 20m SonicWave™ DVI™ Digital Video Cable DVI cable Grey || C2G 3.0m SonicWave™ DVI™ Digital Video Cable DVI cable 3 m Grey || C2G 2.0m SonicWave™ DVI™ Digital Video Cable DVI cable 2 m Grey,Electronics > Computer Accessories > Cables & Connectors,Electronics > Cables & Connectors > DVI Cables,Electronics > Cables & Connectors > DVI Cables,Stage2,Electronics,Cables & Connectors,DVI Cables,0.5938,2,Good (0.45-0.60)
320,"cable, component, sonicwave, video, ypbpr",C2G 12ft SonicWave™ RCA Type - BNC Component Video Cable component (YPbPr) video cable 3.6 m 3 x RCA Grey || C2G 50ft SonicWave RCA Type -> BNC Component Video Cable component (YPbPr) video cable 15 m 3 x RCA black || C2G 100ft SonicWave™ Component Video Cable component (YPbPr) video cable 30.5 m 3 x RCA Grey,Electronics > Cables & Connectors > Video Cables,Electronics > Cables & Connectors > Video Cables,Electronics > Cables & Connectors > Video Cables,Stage2,Electronics,Cables & Connectors,Video Cables,0.5197,2,Good (0.45-0.60)
321,"acer, mobile, multicolor, phone, spare",Acer HB.70511.072 mobile phone spare part Motherboard Multicolor || Acer HB.70511.063 mobile phone spare part Motherboard Multicolor || Acer 47.H4F0W.005 mobile phone spare part Thermal pad Multicolor,Electronics > Mobile Phones & Accessories > Spare Parts,Electronics > Mobile Phones & Accessories > Spare Parts,Electronics > Mobile Phones & Accessories > Spare Parts,Stage2,Electronics,Mobile Phones & Accessories,Spare Parts,0.4656,2,Good (0.45-0.60)
322,"case, computer, fujitsu, hp, s26361",Fujitsu S26361-F2735-L176 mounting kit || Fujitsu S26361-F1729-L260 mounting kit || Acer 60.SBF01.006 computer case part Front panel,Electronics > Computer Accessories > Cases,Electronics > Computer Accessories > Cases,Electronics > Computer Accessories > Cases,Stage2,Electronics,Computer Accessories,Cases,0.4234,2,Acceptable (0.30-0.45)
323,"1y, corel, edition, mac, winzip","Corel WinZip Mac Edition, 5000-9999u, 1Y, MNT || Corel WinZip Mac Edition, 100-199u, 1Y || Corel WinZip Mac Edition, 500-999u, 1Y, MNT",Software > Compression & Archiving Software > Compression Software,Software > Compression Software > Products,Software > Compression Software > Products,Stage2,Software,Compression Software,Products,0.4794,2,Good (0.45-0.60)
324,"ghost, solution, suite, symantec, year","Symantec Ghost Solution Suite 3.1 (Server) 1 Year, 250 - 499 User || Symantec Ghost Solution Suite - ( v. 2.5 ) - media - DVD - Win - German || Symantec Ghost Solution Suite 3.1 (Client) 1 Year, 250 User, Education",Software > Security Software > Backup Solutions,Software > Security Software > Backup Solutions,Software > Security Software > Backup Solutions,Stage2,Software,Security Software,Backup Solutions,0.4563,2,Good (0.45-0.60)
325,"micro, neatsuite, renewal, rnw, trend","Trend Micro NeatSuite Advanced, 12m, 51-100u, Gov Government (GOV) license 1 year(s) Multilingual || Trend Micro NeatSuite Advanced, 24m, 251-500u, Edu Education (EDU) license 2 year(s) Multilingual || Trend Micro NeatSuite for SMB 15 license(s)",Software > Security Software > License Renewals,Software > Security Software > License Renewals,Software > Security Software > License Renewals,Stage2,Software,Security Software,License Renewals,0.3389,2,Acceptable (0.30-0.45)
326,"cellular, equipment, hp, network, wireless",HP Mobile Hot Spot cellular wireless network equipment Wi-Fi USB Black || DELL 555-BBPP cellular wireless network equipment Green || Lenovo 0A36319 cellular wireless network equipment,Electronics > Cellular & Wireless Equipment > Network Adapters,Electronics > Network Adapters > Cellular & Wireless Equipment,Electronics > Network Adapters > Cellular & Wireless Equipment,Stage2,Electronics,Network Adapters,Cellular & Wireless Equipment,0.5802,2,Good (0.45-0.60)
327,"2010, backup, exec, ml, symantec","Lenovo Iomega ix4 300d Ethernet LAN Desktop Black NAS || Lenovo px12-450r disk array 36 TB Rack (2U) Black,Metallic || Symantec Backup Exec 11d for Windows Servers: Agent for Lotus Domino Server Business Pack without support",Software > Data Management Software > Backup Solutions,Software > Backup Solutions > Products,Software > Backup Solutions > Products,Stage2,Software,Backup Solutions,Products,0.3984,2,Acceptable (0.30-0.45)
328,"1u, cto, hp, windows, x64","HP ENVY dv7-7227cl Notebook PC || HP Windows 7 Home Premium SP1, x64, System Recovery DVD Kit, CTO || HP Windows 7 Professional, x32, 1u, CTO, EMEA",Electronics > Computers & Notebooks > Custom Configurations,Electronics > Computers & Notebooks > Custom Configurations,Electronics > Computers & Notebooks > Custom Configurations,Stage2,Electronics,Computers & Notebooks,Custom Configurations,0.3991,2,Acceptable (0.30-0.45)
329,"bank, black, ion, mah, power",Philips Power2Charge SCM4380/10 || Philips DLM52526/10 battery charger || iiquu BCNIK02,Electronics > Power Supplies > Battery Chargers,Electronics > Power Supplies > Battery Chargers,Electronics > Power Supplies > Battery Chargers,Stage2,Electronics,Power Supplies,Battery Chargers,0.4493,2,Acceptable (0.30-0.45)
330,"50, acer, cable, hp, ribbon",HP Universal Port Replicator Tip Kit || HP 700mm Cable Kit for CFD on RP9 || HP Ring Cable,Electronics > Computer Accessories > Cables & Connectors,Electronics > Cables & Connectors > Cable,Electronics > Cables & Connectors > Cable,Stage2,Electronics,Cables & Connectors,Cable,0.3944,2,Acceptable (0.30-0.45)
331,"gp, leather, nylon, r600breea, samsung","Samsung GP-R600BREEA Yellow Leather,Rubber || Samsung GP-R600BREEB White Leather || Samsung GP-R600BREEA Green Leather,Rubber",Office Supplies > Binding & Cover Materials > Book Covers,Office Supplies > Binding & Cover Materials > Book Covers,Office Supplies > Binding & Cover Materials > Book Covers,Stage2,Office Supplies,Binding & Cover Materials,Book Covers,0.3217,2,Acceptable (0.30-0.45)
332,"black, cable, camera, canon, rs",Canon CB-2LD || Canon CG-CP200 || Canon CB-2LFE,Electronics > Camera & Photo > Cables,Electronics > Camera & Photo > Cables,Electronics > Camera & Photo > Cables,Stage2,Electronics,Camera & Photo,Cables,0.2645,2,Low (<0.30)
333,"1y, 3y, dell, nbd, ps","DELL 1Y NBD - 3Y PSP NBD, PowerEdge R320 || DELL 3Y NBD - 5Y PS NBD, PowerEdge R730xd || DELL 1Y NBD - 5Y PS NBD, B3460dn",Electronics > Servers & Workstations > Server Licenses,Software > Licenses & Upgrades > Dell Server Licenses,Software > Licenses & Upgrades > Server Licenses,Stage2,Software,Licenses & Upgrades,Server Licenses,0.2865,2,Low (<0.30)
334,"av, connect, hdmi, marmitek, receiver",Marmitek IRCP 2 LED signal cable 3 m Black || Marmitek IRCP signal cable || Philips Wireless TV link SBCVL1400/86,Electronics > Audio & Video Equipment > Connectivity Cables & Adapters,Electronics > Video & Audio Equipment > Connectivity Cables & Adapters,Electronics > Video & Audio Equipment > Connectivity Cables & Adapters,Stage2,Electronics,Video & Audio Equipment,Connectivity Cables & Adapters,0.4539,2,Good (0.45-0.60)
335,"food, fun, grabtab, holder, mobile","Speck GrabTab Fun with Food Mobile phone/smartphone Blue,Red Passive holder || Speck GrabTab Fun with Food Mobile phone/smartphone Purple Passive holder || Speck GrabTab Fun with Food Collection Mobile phone/smartphone Purple Passive holder",Office Supplies > Organizers > Phone Holders,Office Supplies > Organizers > Phone Accessories,Office Supplies > Organizers > Phone Accessories,Stage2,Office Supplies,Organizers,Phone Accessories,0.389,2,Acceptable (0.30-0.45)
336,"black, keyboard, lenovo, notebook, spare",Lenovo 25213291 notebook spare part Keyboard || Lenovo 25202197 notebook spare part Keyboard || Lenovo 25200229 notebook spare part Keyboard,Electronics > Computer Hardware > Spare Parts,Electronics > Computer Hardware > Spare Parts,Electronics > Computer Hardware > Spare Parts,Stage2,Electronics,Computer Hardware,Spare Parts,0.3541,2,Acceptable (0.30-0.45)
337,"16, descenderpro, projecta, projection, screen","Projecta DescenderPro projection screen 3.13 m (123.2"") 4:3 || Projecta DescenderPro projection screen 2.87 m (113"") 16:9 || Projecta Tensioned DescenderPro projection screen 2.64 m (103.9"") 16:9",Electronics > Displays & Monitors > Projection Screens,Electronics > Projectors & Displays > Projection Screens,Electronics > Projectors & Displays > Projection Screens,Stage2,Electronics,Projectors & Displays,Projection Screens,0.6539,2,Excellent (≥0.60)
338,"black, cable, displayport, hdmi, vga",AISENS A125-0361 cable interface/gender adapter Mini DisplayPort HDMI Black || Conceptronic CLHDMIEXT HDMI Black || HP 572033-001 cable interface/gender adapter 2x DisplayPort DVI-D Black,Electronics > Displays & Monitors > Cables & Adapters,Electronics > Cables & Connectors > Adapters,Electronics > Displays & Monitors > Cables & Adapters,Stage1_kept,Electronics,Displays & Monitors,Cables & Adapters,0.525,2,Good (0.45-0.60)
339,"black, device, hp, keyboard, mobile",HP 908028-BG1 notebook spare part Housing base + keyboard || HP 931690-271 notebook spare part Housing base + keyboard || HP 641834-131 notebook spare part,Electronics > Computer Accessories > Keyboards,Electronics > Computer Accessories > Keyboards,Electronics > Computer Accessories > Keyboards,Stage2,Electronics,Computer Accessories,Keyboards,0.4904,2,Good (0.45-0.60)
340,"black, ghz, nec, pc, slot",NEC Slot-In PC 100013756 Thin Client 2.7 GHz i5-4400E Black 900 g || NEC Slot-In PC 100013599 Thin Client 2.7 GHz i5-4400E Black 900 g || NEC Slot-In PC 100013832 Thin Client 2.7 GHz i5-4400E Black 900 g,Electronics > Computers & Accessories > Desktops & All-in-Ones,Electronics > Computers & Accessories > PCs,Electronics > Computers & Accessories > PCs,Stage2,Electronics,Computers & Accessories,PCs,0.2862,2,Low (<0.30)
341,"enterprise, micro, multilingual, renewal, trend","Trend Micro OfficeScan Client-Server Suite 1 year(s) || Trend Micro Deep Security Physical Full license 1 year(s) || Trend Micro CSM Suite f/ Microsoft Exchange Enterprise, RNW, GOV, 28m, 751-1000u, ML Renewal Multilingual",Software > Security Software > Antivirus Licenses,Software > Security Software > Antivirus Licenses Enterprise/Micro Multilingual Renewal,Software > Security Software > Antivirus Licenses Enterprise/Micro Multilingual Renewal,Stage2,Software,Security Software,Antivirus Licenses Enterprise/Micro Multilingual Renewal,0.5908,2,Good (0.45-0.60)
342,"black, computer, rack, superchassis, supermicro","Supermicro FAN-0136L4 computer cooling component || Intel AXX6SCSIDB drive bay panel 8.89 cm (3.5"") Metallic || Supermicro 1U Blower Fan",Electronics > Computer Hardware > Server Components,Electronics > Computer Hardware > Server Components,Electronics > Computer Hardware > Server Components,Stage2,Electronics,Computer Hardware,Server Components,0.3381,2,Acceptable (0.30-0.45)
343,"corel, multilingual, office, standard, wordperfect","Corel WordPerfect Office X9 Professional 1 license(s) Multilingual || Corel WordPerfect Office X5 Professional, LMP, ENG English || Corel WordPerfect Office X9 Professional 25 - 99 license(s) Multilingual",Software > Productivity Software > Word Processing Software,Software > Productivity Software > Corel Word Processing Software,Software > Productivity Software > Word Processing Software,Stage2,Software,Productivity Software,Word Processing Software,0.4986,2,Good (0.45-0.60)
344,"9m, black, cartridge, epson, label","Epson TM-L90P (012): Parallel, PS, ECW || Epson LabelWorks LW-400VP label printer Thermal transfer 180 x 180 DPI || Epson LabelWorks LW-700 label printer Thermal transfer 180 x 180 DPI Wired",Office Supplies > Printing Equipment > Labels & Cartridges,Office Supplies > Printing Equipment > Cartridges,Office Supplies > Printing Equipment > Labels & Cartridges,Stage1_kept,Office Supplies,Printing Equipment,Labels & Cartridges,0.4638,2,Good (0.45-0.60)
345,"eaton, power, supply, uninterruptible, ups","Eaton SC240RT battery charger || Eaton HotSwap MBP, 4x DIN power distribution unit (PDU) 1U Black 4 AC outlet(s) || Eaton FlexPDU, 8x FR power distribution unit (PDU) 1U Black 8 AC outlet(s)",Electronics > Power Management > Uninterruptible Power Supplies,Electronics > Power Management > Uninterruptible Power Supplies,Electronics > Power Management > Uninterruptible Power Supplies,Stage2,Electronics,Power Management,Uninterruptible Power Supplies,0.3528,2,Acceptable (0.30-0.45)
346,"adapter, com, hdmi, startech, usb",Toshiba PA5269U-1PRP cable interface/gender adapter USB 3.1 С HDMI Black || HP USB-C to VGA Adapter || CLUB3D USB 3.1 Type C to DisplayPort1.2 UHD Adapter,Electronics > Computer Accessories > Adapters,Electronics > Cables & Connectors > Adapters,Electronics > Cables & Connectors > Adapters,Stage2,Electronics,Cables & Connectors,Adapters,0.494,2,Good (0.45-0.60)
347,"asus, black, customer, display, iggual",iggual IGG316276 customer display Black || iggual IGG316238 customer display Black || iggual IGG316252 customer display Black,Electronics > Displays & Monitors > Customer Display Units,Electronics > Customer Display Units > Display,Electronics > Customer Display Units > Display,Stage2,Electronics,Customer Display Units,Display,0.4896,2,Good (0.45-0.60)
348,"black, device, keyboard, lenovo, mobile",Eminent Numeric Keypad || Lenovo FRU51J0380 keyboard USB Polish Black || Lenovo 4X30L04113 keyboard USB French Black,Electronics > Computer Accessories > Keyboards,Electronics > Computer Accessories > Keyboards,Electronics > Computer Accessories > Keyboards,Stage2,Electronics,Computer Accessories,Keyboards,0.5109,2,Good (0.45-0.60)
349,"hp, ink, instant, page, plan",HP Instant Ink Complimentary Card || HP Instant Ink 50-page Plan 1st month enrollment kit || HP Instant Ink Prepaid Card ($6) - 15/50/100/300-page Plan,Office Supplies > Printing Equipment > Ink Cartridges,Office Supplies > Printing Equipment > HP Ink Cartridges,Office Supplies > Printing Equipment > Ink Cartridges,Stage2,Office Supplies,Printing Equipment,Ink Cartridges,0.5303,2,Good (0.45-0.60)
350,"firewall, hardware, mbit, usg, zyxel",Zyxel USG-100 gateway/controller || Zyxel ZyWALL USG-2000 gateway/controller || Zyxel USG-300 gateway/controller,Software > Networking & Security > Firewalls,Software > Networking & Security > Firewalls,Software > Networking & Security > Firewalls,Stage2,Software,Networking & Security,Firewalls,0.3167,2,Acceptable (0.30-0.45)
351,"black, cardio, sport, tomtom, watch","TomTom Touch Fitness Tracker Black (L) || TomTom Runner Cardio sport watch Grey,White Touchscreen 144 x 168 pixels Bluetooth || TomTom Runner 2 Cardio sport watch Black,Turquoise,White 144 x 168 pixels Bluetooth",Electronics > Wearable Technology > Fitness Watches,Electronics > Wearable Technology > Fitness Watches,Electronics > Wearable Technology > Fitness Watches,Stage2,Electronics,Wearable Technology,Fitness Watches,0.4922,2,Good (0.45-0.60)
352,"enterprise, micro, renewal, security, trend","Panda Performa E9500 hardware firewall 1676 Mbit/s || Panda GateDefender Integra eSB, 1Y hardware firewall 261 Mbit/s || Panda Performa eSB hardware firewall 270 Mbit/s",Software > Security Software > Firewalls,Software > Security Software > Firewalls Enterprise/Micro Renewal,Software > Security Software > Firewalls Enterprise/Micro Renewal,Stage2,Software,Security Software,Firewalls Enterprise/Micro Renewal,0.4919,2,Good (0.45-0.60)
353,"add, email, encryption, english, trend","Trend Micro Hosted Email Encryption, Add, GOV, 251-500u, 01m Add-on English || Symantec Desktop Email Encryption V 10.4 Upgrade || Trend Micro Hosted Email Encryption, Add, GOV, 751-1000u, 15m Add-on English",Software > Security Software > Email Encryption,Software > Security Software > Email Encryption,Software > Security Software > Email Encryption,Stage2,Software,Security Software,Email Encryption,0.6337,2,Excellent (≥0.60)
354,"camera, canon, mp, pixels, powershot","Canon DCC-480 Grey || Canon PowerShot A480 10 MP CCD 3648 x 2736 pixels 1/2.3"" Black || Canon PowerShot A4000 IS Compact camera 16 MP CCD 4608 x 3456 pixels 1/2.3"" Black",Electronics > Cameras & Camcorders > Digital Cameras,Electronics > Cameras & Camcorders > Digital Cameras,Electronics > Cameras & Camcorders > Digital Cameras,Stage2,Electronics,Cameras & Camcorders,Digital Cameras,0.3652,2,Acceptable (0.30-0.45)
355,"c2g, cable, pin, velocity, video",C2G 0.5m Velocity S-video cable S-Video (4-pin) Black || C2G 5m Velocity S-video cable S-Video (4-pin) Black || C2G Velocity S-Video Y-Cable S-video cable Black,Electronics > Cables & Connectors > Video Cables,Electronics > Cables & Connectors > Video Cables,Electronics > Cables & Connectors > Video Cables,Stage2,Electronics,Cables & Connectors,Video Cables,0.5584,2,Good (0.45-0.60)
356,"av, extender, lite, receiver, transmitter",LevelOne AVE-9205 power supply unit 5 W Black || StarTech.com Category 5 UTP VGA/Multisync Video Extender Black || Samsung SEA-C101 coaxial cable 30.5 m BNC White,Electronics > Audio & Video Equipment > AV Extenders,Electronics > Audio & Video Equipment > Extenders,Electronics > Audio & Video Equipment > Extenders,Stage2,Electronics,Audio & Video Equipment,Extenders,0.4672,2,Good (0.45-0.60)
357,"black, digital, iomega, media, player",Iomega ScreenPlay 35651 digital media player 1920 x 1080 pixels Black || Iomega ScreenPlay TV Link DX HD digital media player Wi-Fi Black || Iomega ScreenPlay Director - 1TB digital media player Black,Electronics > Media Players > Digital Media Players,Electronics > Digital Media Players > Black Digital Media Player,Electronics > Digital Media Players > Black Digital Media Player,Stage2,Electronics,Digital Media Players,Black Digital Media Player,0.5634,2,Good (0.45-0.60)
358,"hp, samsung, software, support, year",HP 3 year 9x5 Software Support for Samsung CounThru 2 Pro (100 Device) || HP 3 year 9x5 Software Support for Samsung FleetAdmin Pro Embedded 1 SM || HP 4 year 9x5 Software Support for Samsung CounThru 2 Enterprise (10 Device),Software > Software Support Services > Annual Software Support,Software > Support & Maintenance > Software Support Services,Software > Support & Maintenance > Software Support Services,Stage2,Software,Support & Maintenance,Software Support Services,0.3589,2,Acceptable (0.30-0.45)
359,"band, et, fluoroelastomer, samsung, sfr50",Samsung ET-SFR82 Band Pink Fluoroelastomer || Samsung ET-SFR50 Band Green Fluoroelastomer || Samsung ET-SFR50 Band Grey Fluoroelastomer,Office Supplies > Printing Accessories > Rubber Bands,Office Supplies > Printing Accessories > Rubber Bands,Office Supplies > Printing Accessories > Rubber Bands,Stage2,Office Supplies,Printing Accessories,Rubber Bands,0.2859,2,Low (<0.30)
360,"accessory, black, chief, mount, projector",Chief SSM027 projector mount accessory Black || Chief SSM176 projector mount accessory Black || Chief SSM198 projector mount accessory Black,Office Supplies > Projector Accessories > Projector Mounts,Office Supplies > Presentation Equipment > Projector Mounting Accessories,Office Supplies > Projector Accessories > Projector Mounts,Stage1_kept,Office Supplies,Projector Accessories,Projector Mounts,0.5221,2,Good (0.45-0.60)
361,"accessory, da, drapery, lite, projector",Da-Lite 36784BU projector accessory Drapery || Da-Lite 36655 projector accessory Drapery || Da-Lite 36515P projector accessory Drapery,Electronics > Projectors > Accessory,Electronics > Projectors > Accessories,Electronics > Projectors > Projector Accessories,Stage2,Electronics,Projectors,Projector Accessories,0.5508,2,Good (0.45-0.60)
362,"6885, black, efa, tvb, vogel",Vogel's EXIT || Vogel's XLF 200 || Vogel's EFW 6345 - EFA 6885,Office Supplies > Printing Equipment > Ink & Toner Cartridges,Office Supplies > Ink & Toner Cartridges > EFA 6885,Office Supplies > Ink & Toner Cartridges > EFA 6885,Stage2,Office Supplies,Ink & Toner Cartridges,EFA 6885,0.3072,2,Acceptable (0.30-0.45)
363,"caller, dect, id, philips, telephone",Philips WeCall Bluetooth conference speaker AECS7000E/00 || Philips SWL6120W 7 ft White Line cord || Netgear Accessory Cordless Handset w/ Skype mobile headset Monaural,Electronics > Telecommunications Equipment > Telephones,Electronics > Telephones > Philips WeCall Bluetooth conference speaker AECS7000E/00,Electronics > Telephones > WeCall Bluetooth conference speaker AECS7000E/00,Stage2,Electronics,Telephones,WeCall Bluetooth conference speaker AECS7000E/00,0.7591,2,Excellent (≥0.60)
364,"black, cartridge, ink, pc, peach",Logitech Ink Refills for ® io™ and io2™ Pens || Peach 111870 toner cartridge Black 1 pc(s) || Peach PI500-130 ink cartridge Compatible Black 1 pc(s),Office Supplies > Printing Equipment > Ink Cartridges,Office Supplies > Printing Equipment > Ink Cartridges,Office Supplies > Printing Equipment > Ink Cartridges,Stage2,Office Supplies,Printing Equipment,Ink Cartridges,0.448,2,Acceptable (0.30-0.45)
365,"addit, cable, cm, dataflex, protector",Dataflex Addit cable eater ø25 mm/20 m 761 || Dataflex Addit hinged cable protector - straight 452 || ACT CT4029 cable protector Cable floor protection Black,Electronics > Cables & Connectors > Cable Protectors,Electronics > Cables & Connectors > Cable Protectors,Electronics > Cables & Connectors > Cable Protectors,Stage2,Electronics,Cables & Connectors,Cable Protectors,0.5499,2,Good (0.45-0.60)
366,"black, charger, device, mobile, usb",Macally Universal USB AC/Car Charge || Sandberg USB-C>Lightning AppleApprov 1M || Cellularline 37714 0.6 m White,Electronics > Mobile Accessories > Chargers,Electronics > Chargers > Black Charger,Electronics > Mobile Accessories > Chargers,Stage1_kept,Electronics,Mobile Accessories,Chargers,0.5012,2,Good (0.45-0.60)
367,"184mxl, 22mx, 32mx, bct, sony",Sony BCT-60MX || Sony BCT-184MXL || Sony BCT-32MX,Electronics > Monitors > Desktop Monitors,Electronics > Monitors > Desktop Monitors,Electronics > Monitors > Desktop Monitors,Stage2,Electronics,Monitors,Desktop Monitors,0.2129,2,Low (<0.30)
368,"keyboard, lenovo, notebook, spare, toshiba",Toshiba H000055950 notebook spare part USB board || HP 580687-061 notebook spare part Keyboard || Toshiba SIC1033765LCD0 notebook spare part Display,Electronics > Computer Accessories > Notebook Spare Parts,Electronics > Computer Accessories > Notebook Spare Parts,Electronics > Computer Accessories > Notebook Spare Parts,Stage2,Electronics,Computer Accessories,Notebook Spare Parts,0.5476,2,Good (0.45-0.60)
369,"rc, talkie, topcom, walkie, way","Topcom 10001322 Twintalker 6800 Professional Box || Motorola TLKR-T41 two-way radio 8 channels 446 MHz || Motorola TLKR T92 H2O two-way radio 8 channels Black,Yellow",Electronics > Communication Devices > Two-Way Radios,Electronics > Communication Devices > Two-Way Radios,Electronics > Communication Devices > Two-Way Radios,Stage2,Electronics,Communication Devices,Two-Way Radios,0.4133,2,Acceptable (0.30-0.45)
370,"ata, drive, gb, seagate, serial","Seagate Enterprise 2TB SAS 2.5"" 2000 GB || Seagate Barracuda 3.5"" external hard drive 80 GB || Seagate Desktop HDD Barracuda 7200.9 160 GB Serial ATA NCQ ret Serial ATA II",Electronics > Storage Devices > Hard Drives,Electronics > Storage Devices > Hard Drives,Electronics > Storage Devices > Hard Drives,Stage2,Electronics,Storage Devices,Hard Drives,0.5687,2,Good (0.45-0.60)
371,"air, emp, epson, filter, set",Epson Air Filter - ELPAF23 || Epson Air Filter - ELPAF15 || Epson Air Filter - ELPAF31,Office Supplies > Cleaning & Maintenance > Filters,Office Supplies > Filters > Air Filters,Office Supplies > Filters > Air Filters,Stage2,Office Supplies,Filters,Air Filters,0.4855,2,Good (0.45-0.60)
372,"asus, cover, grey, housing, zd551kl",ASUS ZE550KL-1B Back housing cover White || ASUS ZE551ML-2B Back housing cover White || ASUS ZC520TL-4G Back housing cover Gold,Electronics > Computer Hardware > Enclosures & Covers,Electronics > Computer Hardware > Enclosures & Covers,Electronics > Computer Hardware > Enclosures & Covers,Stage2,Electronics,Computer Hardware,Enclosures & Covers,0.4161,2,Acceptable (0.30-0.45)
373,"black, cm, hd, smart, tv","Salora Productboom|CE|Televisie|Combi TV || Samsung H320UP 5 MP CMOS Blue Full HD || iggual SPTV06 139.7 cm (55"") Black",Electronics > Televisions & Monitors > Smart TVs,Electronics > Smart TVs > Black HD TV,Electronics > Smart TVs > Black HD TV,Stage2,Electronics,Smart TVs,Black HD TV,0.6103,2,Excellent (≥0.60)
374,"24x7, fee, hp, maintenance, support",NEC 200004804 software license/upgrade English || HP 3y 9x5 IMC VAN SDN E-LTU Nwk SWSup maintenance & support fee || HP 1y2hcbk 24x7IMC RSM MOD E-LTU NwkSWSup maintenance/support fee,Software > Maintenance & Support > Support Fees,Software > Support & Maintenance > Maintenance Fees,Software > Maintenance & Support > Support Fees,Stage1_kept,Software,Maintenance & Support,Support Fees,0.5148,2,Good (0.45-0.60)
